"","PM25","Temperature","Humidity","grp"
"1",3.11404861111111,-11.2409979423868,59.5458333333333,"IASubset"
"2",5.43835759803972,-2.77258148327331,56.8243831640058,"IASubset"
"3",2.13341921532283,-13.2107338820302,44.712037037037,"IASubset"
"4",6.19194379523136,-3.07842291588046,45.2096069868996,"IASubset"
"5",6.23383333333333,-12.0028806584362,43.5266666666667,"IASubset"
"6",4.79088194444444,-1.46519204389575,51.1694444444444,"IASubset"
"7",2.99373611111111,-4.55204046639232,44.8305555555556,"IASubset"
"8",3.83947916666667,-4.51688957475995,51.5944444444444,"IASubset"
"9",1.89087224539182,-11.67616334283,97.1408711770158,"IASubset"
"10",5.9414556516665,-9.02920667581161,35.637037037037,"IASubset"
"11",1.88114583333333,-17.9102366255144,36.55,"IASubset"
"12",1.56643004496619,-8.32847508001829,84.7064814814815,"IASubset"
"13",4.20454861111111,-11.6340877914952,50.9333333333333,"IASubset"
"14",5.00329166666667,-3.97205075445816,50.7055555555556,"IASubset"
"15",4.17900532900834,-4.51360999553771,58.2215013901761,"IASubset"
"16",5.88175,-2.85751028806584,42.9375,"IASubset"
"17",4.61590050803585,-5.19128075688113,53.6036161335188,"IASubset"
"18",3.84937962962963,-13.1238568815729,37.2453703703704,"IASubset"
"19",3.58276798825257,-4.89412809775022,46.0704845814978,"IASubset"
"20",5.00511977166027,-7.87551440329218,75.9649621212121,"IASubset"
"21",4.6718043721532,-5.0351083855917,54.9401309635173,"IASubset"
"22",5.27111961057024,-4.60533319596834,36.8205841446453,"IASubset"
"23",2.75747688636374,-9.1838134430727,69.83961352657,"IASubset"
"24",3.72190902069818,-11.5348573782309,51.159406858202,"IASubset"
"25",3.89463194444444,-20.9777949245542,55.8305555555556,"IASubset"
"26",0.80219067723887,-9.61133973479653,52.6555555555556,"IASubset"
"27",3.30700561009818,-4.26289543400343,47.5974754558205,"IASubset"
"28",4.07798148148148,-17.9595336076818,43.5064814814815,"IASubset"
"29",5.94146229790959,-9.50845907636031,42.7777777777778,"IASubset"
"30",4.18075694444444,-19.2146776406036,55.8583333333333,"IASubset"
"31",5.05602071131483,-2.30247804321879,63.7734487734488,"IASubset"
"32",5.63577777777778,-12.0310356652949,50.1930555555556,"IASubset"
"33",3.73593055555556,-12.9771090534979,42.2680555555556,"IASubset"
"34",5.12999537037037,-19.3358481938729,57.3555555555556,"IASubset"
"35",5.11691598874129,-14.733120516253,76.9564411492122,"IASubset"
"36",4.18958185322546,-2.19121393413333,63.421101774043,"IASubset"
"37",2.21174249158759,-32.5568370347487,42.2170686456401,"IASubset"
"38",2.38375462962963,-10.810470964792,69.2527777777778,"IASubset"
"39",2.48461962022871,-12.295626641941,53.0264255910988,"IASubset"
"40",2.16687823945354,-14.8139574759945,51.6888888888889,"IASubset"
"41",5.89279715679695,-20.7045551298425,54.1484674329502,"IASubset"
"42",5.61368372093023,-13.4852138960666,42.4874418604651,"IASubset"
"43",1.94400432241071,-21.2109540676548,51.8375116063138,"IASubset"
"44",5.26879861111111,-1.64609053497943,57.0055555555556,"IASubset"
"45",5.68529861111111,-4.61376886145405,42.3069444444444,"IASubset"
"46",5.74565359725959,-8.06815009043786,63.0540806293019,"IASubset"
"47",2.238875,-16.4111796982167,68.9875,"IASubset"
"48",3.85018055555556,-4.86882716049383,47.0569444444444,"IASubset"
"49",4.48015876917155,-3.44756238751906,46.196843082637,"IASubset"
"50",6.30468880310805,-9.74271936683965,46.1852207293666,"IASubset"
"51",3.71097916666667,-21.3014403292181,51.5722222222222,"IASubset"
"52",1.63776108029098,-11.9547901465113,35.5219421101774,"IASubset"
"53",2.34648611111111,-21.9783093278464,44.3944444444444,"IASubset"
"54",4.23902313594731,-14.4074303974987,51.5800744878957,"IASubset"
"55",2.32960185185185,-13.4759373571102,42.6638888888889,"IASubset"
"56",4.84467361111111,-3.9673353909465,59.2833333333333,"IASubset"
"57",3.15669705894745,-4.30202131956518,53.2617354196302,"IASubset"
"58",4.0884375,-8.46236282578875,68.4,"IASubset"
"59",6.1307052483438,-5.9212347967368,37.7330861909175,"IASubset"
"60",2.434125,-11.4746227709191,41.5777777777778,"IASubset"
"61",4.53947844228095,-2.81443706107591,59.5521557719054,"IASubset"
"62",3.36760691912951,-7.9166809688898,44.3595922150139,"IASubset"
"63",5.31745597775718,-11.0279865902356,43.772937905468,"IASubset"
"64",4.94434722222222,-3.86188271604938,47.5972222222222,"IASubset"
"65",0.810162219611792,-20.6515969057223,34.1598302687412,"IASubset"
"66",4.86938425925926,-4.94855967078189,63.5833333333333,"IASubset"
"67",2.99199722261786,-8.31537281160633,72.0649717514124,"IASubset"
"68",3.61830641190323,-13.9783296462808,44.7957610789981,"IASubset"
"69",4.0863359463495,-4.26783264746228,59.2175925925926,"IASubset"
"70",5.26879861111111,-1.64609053497943,57.0055555555556,"IASubset"
"71",4.75083333333333,-0.549554183813444,50.9930555555556,"IASubset"
"72",4.79260303607593,-14.9394147233653,100,"IASubset"
"73",6.11231960995815,-4.26040769451622,55.9990697674419,"IASubset"
"74",4.07882114512472,-12.6359398978447,41.4656771799629,"IASubset"
"75",3.40703755215577,-1.00036058311441,48.6328233657858,"IASubset"
"76",2.0928890159731,-6.58221456058786,77.5514809590973,"IASubset"
"77",6.21656338028169,-4.13754129716571,55.830985915493,"IASubset"
"78",4.85625181058496,-1.99138673557278,64.0139534883721,"IASubset"
"79",5.93106675419627,-9.6348619721295,39.0548387096774,"IASubset"
"80",1.56691666666667,-14.9185528120713,47.1305555555556,"IASubset"
"81",5.15790587527173,-9.66484150352119,99.9776847977685,"IASubset"
"82",6.1513243978244,-16.1980760437551,58.534188034188,"IASubset"
"83",3.3177124561946,-29.5981938728852,32.6484230055659,"IASubset"
"84",4.41945431094944,-5.88582884879181,55.9031339031339,"IASubset"
"85",2.8954375,-16.3031550068587,52.1680555555556,"IASubset"
"86",4.27259177679883,-5.45385326589438,49.7033773861968,"IASubset"
"87",3.86517067493432,-0.537612252957642,54.7218358831711,"IASubset"
"88",6.30089813286919,-12.3145831885669,61.8217636022514,"IASubset"
