"","PM25cf1a","PM25cf1b","ID","diff"
"133",9.55238005644403,11.6880545112782,"AK2"," within 2sd"
"134",1.2674320524836,1.64265987025023,"AK2"," within 2sd"
"135",0.692830009496676,0.480278810408922,"AK2"," within 2sd"
"136",5.97949753694581,1.85597115384615,"AK2"," within 2sd"
"137",15.3862512768131,11.0413684210526,"AK2"," within 2sd"
"138",10.1447533206831,12.584573283859,"AK2"," within 2sd"
"139",12.3710037878788,14.6902504638219,"AK2"," within 2sd"
"140",3.97158396946565,4.56565985130112,"AK2"," within 2sd"
"141",7.27019980970504,9.85140334572491,"AK2"," within 2sd"
"142",2.34078947368421,3.21033364226135,"AK2"," within 2sd"
"143",4.35263450834879,5.15361781076067,"AK2"," within 2sd"
"144",2.91278139534884,3.83831325301205,"AK2"," within 2sd"
"145",8.98395736793327,9.63321296296296,"AK2"," within 2sd"
"146",7.36677570093458,9.31725490196078,"AK2"," within 2sd"
"147",7.2058413001912,8.48,"AK2"," within 2sd"
"148",15.9750188323917,18.954990689013,"AK2"," within 2sd"
"149",13.3651540616247,16.5003988868275,"AK2"," within 2sd"
"150",7.24426052889324,9.54653631284916,"AK2"," within 2sd"
"151",13.7605187319885,5.09002777777778,"AK2",">abs(2sd)"
"152",11.5813225499524,13.8590418604651,"AK2"," within 2sd"
"153",10.1374715909091,11.7775740740741,"AK2"," within 2sd"
"154",8.80877632898696,10.0370882352941,"AK2"," within 2sd"
"155",13.1572780487805,16.4206120527307,"AK2"," within 2sd"
"156",12.6263846153846,14.7800744186047,"AK2"," within 2sd"
"157",10.4965799614644,12.2579420018709,"AK2"," within 2sd"
"158",13.1746772591857,14.5959459459459,"AK2"," within 2sd"
"159",4.76514340344168,5.81707520891365,"AK2"," within 2sd"
"160",9.70144486692015,9.32099350046425,"AK2"," within 2sd"
"161",25.2074280230326,12.9699347014925,"AK2",">abs(2sd)"
"162",9.14995054401583,7.18805797101449,"AK2"," within 2sd"
"163",9.51259120673527,9.37516218721038,"AK2"," within 2sd"
"164",43.2475,3.20114206128134,"AK2",">abs(2sd)"
"165",12.606220322887,16.2898331788693,"AK2"," within 2sd"
"166",41.5117346938775,17.5408441558442,"AK2",">abs(2sd)"
"167",24.9816388888889,6.91350649350649,"AK2",">abs(2sd)"
"168",11.3655329008341,8.20748375116063,"AK2"," within 2sd"
"169",13.8031603336423,16.0002224281742,"AK2"," within 2sd"
"170",4.07989593188269,4.79158143939394,"AK2"," within 2sd"
"171",8.14311918063315,3.04578358208955,"AK2",">abs(2sd)"
"172",11.4737126865672,11.7646082089552,"AK2"," within 2sd"
"173",19.6436018518519,15.9626666666667,"AK2"," within 2sd"
"174",24.7291759259259,12.5446203703704,"AK2",">abs(2sd)"
"175",31.3691627906977,14.6188115134633,"AK2",">abs(2sd)"
"176",27.5173518518519,19.3662407407407,"AK2"," within 2sd"
"177",9.62893953488372,3.59384401114206,"AK2",">abs(2sd)"
"178",13.3668715083799,6.5699907063197,"AK2",">abs(2sd)"
"179",40.0331838975297,16.6839002671416,"AK2",">abs(2sd)"
"180",14.7298046875,18.659820585458,"AK2"," within 2sd"
"181",8.535,10.2935354477612,"AK2"," within 2sd"
"182",5.97949753694581,1.85597115384615,"AK2"," within 2sd"
"183",15.3862512768131,11.0413684210526,"AK2"," within 2sd"
"184",7.27019980970504,9.85140334572491,"AK2"," within 2sd"
"185",4.35263450834879,5.15361781076067,"AK2"," within 2sd"
"186",13.3651540616247,16.5003988868275,"AK2"," within 2sd"
"187",11.5813225499524,13.8590418604651,"AK2"," within 2sd"
"188",13.1572780487805,16.4206120527307,"AK2"," within 2sd"
"189",13.1746772591857,14.5959459459459,"AK2"," within 2sd"
"190",15.2478604651163,8.13158139534884,"AK2",">abs(2sd)"
"191",9.51259120673527,9.37516218721038,"AK2"," within 2sd"
"192",12.606220322887,16.2898331788693,"AK2"," within 2sd"
"193",41.5117346938775,17.5408441558442,"AK2",">abs(2sd)"
"194",9.53384615384615,11.052745825603,"AK2"," within 2sd"
"195",8.14311918063315,3.04578358208955,"AK2",">abs(2sd)"
"196",24.7291759259259,12.5446203703704,"AK2",">abs(2sd)"
"197",11.0662581244197,7.75856081708449,"AK2"," within 2sd"
"198",6.87031686859273,9.79739049394222,"AK3"," within 2sd"
"199",11.1985568917669,12.5285277777778,"AK3"," within 2sd"
"200",10.2542222222222,10.9173888888889,"AK3"," within 2sd"
"201",13.312061281337,14.3513543599258,"AK3"," within 2sd"
"202",12.6311018518519,13.5400370713624,"AK3"," within 2sd"
"203",12.2985157699443,20.7020111214087,"AK3"," within 2sd"
"204",7.77835337650324,12.0003700277521,"AK3"," within 2sd"
"205",10.59225,14.4656018518519,"AK3"," within 2sd"
"206",5.33096385542169,7.33428174235403,"AK3"," within 2sd"
"207",2.7408719851577,4.41239554317549,"AK3"," within 2sd"
"208",8.21701575532901,11.8655740740741,"AK3"," within 2sd"
"209",7.91651851851852,10.2060555555556,"AK3"," within 2sd"
"210",6.60791473586654,9.80734939759036,"AK3"," within 2sd"
"211",6.42925925925926,9.74738888888889,"AK3"," within 2sd"
"212",3.93268089053803,6.37086270871985,"AK3"," within 2sd"
"213",5.15136111111111,8.10503703703704,"AK3"," within 2sd"
"214",9.09274328081557,13.3165925925926,"AK3"," within 2sd"
"215",9.84923148148148,14.8853425925926,"AK3"," within 2sd"
"216",7.76493930905696,12.4400841121495,"AK3"," within 2sd"
"217",2.48157845868152,3.97754646840149,"AK3"," within 2sd"
"218",7.30574074074074,10.3254259259259,"AK3"," within 2sd"
"219",2.62280983916746,7.57196581196581,"AK3"," within 2sd"
"220",4.92990740740741,10.1727222222222,"AK3",">abs(2sd)"
"221",3.05733271375465,4.84359404096834,"AK3"," within 2sd"
"222",0.563151065801668,1.04283333333333,"AK3"," within 2sd"
"223",2.56998116760829,4.74581526861451,"AK3"," within 2sd"
"224",6.9122962962963,12.5015555555556,"AK3"," within 2sd"
"225",3.70269516728625,6.15066976744186,"AK3"," within 2sd"
"226",3.80093432007401,6.15637627432808,"AK3"," within 2sd"
"227",4.39319444444444,7.43480555555556,"AK3"," within 2sd"
"228",1.25835959221501,2.31511584800741,"AK3"," within 2sd"
"229",0.303401297497683,0.417349397590361,"AK3"," within 2sd"
"230",0.441868640148011,0.684458834412581,"AK3"," within 2sd"
"231",1.67575,2.51001851851852,"AK3"," within 2sd"
"232",4.16696296296296,6.14832407407407,"AK3"," within 2sd"
"233",1.80562037037037,2.75517592592593,"AK3"," within 2sd"
"234",4.92846296296296,7.93050973123262,"AK3"," within 2sd"
"235",1.18985185185185,2.10928703703704,"AK3"," within 2sd"
"236",1.6604537037037,2.61161111111111,"AK3"," within 2sd"
"237",2.96588235294118,4.50529914529915,"AK3"," within 2sd"
"238",3.36370713623726,5.04659554730983,"AK3"," within 2sd"
"239",2.83275925925926,4.58093605189991,"AK3"," within 2sd"
"240",4.22451851851852,6.72437962962963,"AK3"," within 2sd"
"241",6.28569444444444,10.1516851851852,"AK3"," within 2sd"
"242",7.65435064935065,12.3718105849582,"AK3"," within 2sd"
"243",9.36455648926237,15.388197945845,"AK3"," within 2sd"
"244",8.06137802607076,13.2085927306617,"AK3"," within 2sd"
"245",3.14614457831325,5.18506024096386,"AK3"," within 2sd"
"246",2.16456481481481,3.96531974050046,"AK3"," within 2sd"
"247",3.48139487179487,6.02193846153846,"AK3"," within 2sd"
"248",3.36918367346939,6.00810584958217,"AK3"," within 2sd"
"249",2.78682451253482,5.02675023212628,"AK3"," within 2sd"
"250",2.05436515291937,4.0928359592215,"AK3"," within 2sd"
"251",2.93888888888889,5.81951851851852,"AK3"," within 2sd"
"252",0.901898148148148,1.72475925925926,"AK3"," within 2sd"
"253",0.530115942028985,1.05657971014493,"AK3"," within 2sd"
"254",2.04833178869323,4.52095458758109,"AK3"," within 2sd"
"255",0.733385753931545,1.6665462962963,"AK3"," within 2sd"
"256",2.01655555555556,3.70326851851852,"AK3"," within 2sd"
"257",1.45237962962963,3.19537037037037,"AK3"," within 2sd"
"258",1.36745825602968,2.87937847866419,"AK3"," within 2sd"
"259",0.684412580943571,1.61783333333333,"AK3"," within 2sd"
"260",0.341132776230269,0.480651162790698,"AK3"," within 2sd"
"261",0.570175925925926,1.44707407407407,"AK3"," within 2sd"
"262",0.776691380908248,1.56588507877664,"AK3"," within 2sd"
"263",1.78287313432836,4.32940298507463,"AK3"," within 2sd"
"264",1.04586629001883,2.6201602262017,"AK3"," within 2sd"
"265",0.872029657089898,2.25541743970315,"AK3"," within 2sd"
"266",1.53357407407407,3.74075,"AK3"," within 2sd"
"267",1.98896261682243,4.60668849391955,"AK3"," within 2sd"
"268",1.10437847866419,2.84348470806302,"AK3"," within 2sd"
"269",1.47068582020389,3.81243518518519,"AK3"," within 2sd"
"270",0.789193697868397,1.98165120593692,"AK3"," within 2sd"
"271",1.13132407407407,2.94122222222222,"AK3"," within 2sd"
"272",1.40138863000932,3.54323996265173,"AK3"," within 2sd"
"273",1.47791086350975,3.72901669758813,"AK3"," within 2sd"
"274",2.24004633920297,5.6133734939759,"AK3"," within 2sd"
"275",3.09287303058387,7.13585886722377,"AK3"," within 2sd"
"276",1.76055658627087,4.20327137546468,"AK3"," within 2sd"
"277",0.261195445920304,0.388575498575499,"AK3"," within 2sd"
"278",0.223398148148148,0.351981481481482,"AK3"," within 2sd"
"279",0.264777777777778,0.546925925925926,"AK3"," within 2sd"
"280",0.480787037037037,1.32953617810761,"AK3"," within 2sd"
"281",1.04768732654949,2.68888888888889,"AK3"," within 2sd"
"282",1.03450417052827,2.8721594068582,"AK3"," within 2sd"
"283",0.759833024118738,2.08204460966543,"AK3"," within 2sd"
"284",0.592175925925926,1.54943413729128,"AK3"," within 2sd"
"285",0.297650323774283,0.71387037037037,"AK3"," within 2sd"
"286",0.49937037037037,1.3419537037037,"AK3"," within 2sd"
"287",0.398537037037037,1.03855555555556,"AK3"," within 2sd"
"288",0.866509259259259,1.88230555555556,"AK3"," within 2sd"
"289",0.252194444444444,0.525425925925926,"AK3"," within 2sd"
"290",0.462984244670992,1.27442592592593,"AK3"," within 2sd"
"291",0.201688432835821,0.258358208955224,"AK3"," within 2sd"
"292",0.190138888888889,0.22287962962963,"AK3"," within 2sd"
"293",0.336101851851852,0.656546296296296,"AK3"," within 2sd"
"294",0.508227611940299,1.16977591036415,"AK3"," within 2sd"
"295",0.497194444444444,1.27077777777778,"AK3"," within 2sd"
"296",0.335158582089552,0.773211951447246,"AK3"," within 2sd"
"297",0.226814814814815,0.196472222222222,"AK3"," within 2sd"
"298",0.202372567191844,0.276691380908248,"AK3"," within 2sd"
"299",0.387185185185185,0.737,"AK3"," within 2sd"
"300",0.400444444444444,0.926972222222222,"AK3"," within 2sd"
"301",0.425175925925926,1.21781481481481,"AK3"," within 2sd"
"302",0.488185185185185,1.49266666666667,"AK3"," within 2sd"
"303",0.441537037037037,1.38417052826691,"AK3"," within 2sd"
"304",0.356997193638915,0.990571696344892,"AK3"," within 2sd"
"305",0.459137291280148,1.37604823747681,"AK3"," within 2sd"
"306",0.367925925925926,0.886574074074074,"AK3"," within 2sd"
"307",0.213190298507463,0.336909430438842,"AK3"," within 2sd"
"308",0.300824074074074,0.556302131603336,"AK3"," within 2sd"
"309",0.295740740740741,0.606712962962963,"AK3"," within 2sd"
"310",0.186506024096386,0.232643784786642,"AK3"," within 2sd"
"311",0.323555555555556,0.931130676552363,"AK3"," within 2sd"
"312",0.248305555555556,0.746740740740741,"AK3"," within 2sd"
"313",0.237666666666667,0.604392956441149,"AK3"," within 2sd"
"314",0.20884328358209,0.297591036414566,"AK3"," within 2sd"
"315",0.205809435707678,0.555716928769658,"AK3"," within 2sd"
"316",0.529027777777778,1.62804448563485,"AK3"," within 2sd"
"317",1.19575,3.47430555555556,"AK3"," within 2sd"
"318",0.814520676691729,2.56795112781955,"AK3"," within 2sd"
"319",0.283171641791045,0.934701492537313,"AK3"," within 2sd"
"320",3.51841666666667,8.23962962962963,"AK3"," within 2sd"
"321",1.17079021636877,3.02355201499531,"AK3"," within 2sd"
"322",1.05252336448598,2.66755140186916,"AK3"," within 2sd"
"323",0.998055555555556,2.88648148148148,"AK3"," within 2sd"
"324",1.21212037037037,3.41878703703704,"AK3"," within 2sd"
"325",1.57337037037037,4.02017592592593,"AK3"," within 2sd"
"326",1.72088888888889,4.47341666666667,"AK3"," within 2sd"
"327",0.778636363636364,2.20852504638219,"AK3"," within 2sd"
"328",1.90376851851852,4.78556481481481,"AK3"," within 2sd"
"329",18.1866481481481,36.08,"AK3",">abs(2sd)"
"330",0.253527777777778,0.424537037037037,"AK3"," within 2sd"
"331",0.315951717734448,0.780789962825279,"AK3"," within 2sd"
"332",1.05356811862836,2.47098330241187,"AK3"," within 2sd"
"333",10.051751552795,20.8124159402242,"AK3",">abs(2sd)"
"334",0.211138888888889,0.670916666666667,"AK3"," within 2sd"
"335",0.899276773296245,2.41196378830084,"AK3"," within 2sd"
"336",0.198638888888889,0.874888888888889,"AK3"," within 2sd"
"337",0.577291666666667,1.82598611111111,"AK3"," within 2sd"
"338",0.787482614742698,2.13413073713491,"AK3"," within 2sd"
"339",0.723208333333333,2.14934722222222,"AK3"," within 2sd"
"340",0.799888734353268,2.36840055632823,"AK3"," within 2sd"
"341",0.790722222222222,2.40777777777778,"AK3"," within 2sd"
"342",0.765916666666667,2.31244444444444,"AK3"," within 2sd"
"343",0.58625,1.84238888888889,"AK3"," within 2sd"
"344",0.263416666666667,1.06980555555556,"AK3"," within 2sd"
"345",0.767861111111111,2.24870833333333,"AK3"," within 2sd"
"346",1.90158333333333,4.75573611111111,"AK3"," within 2sd"
"347",3.08630555555556,7.37598611111111,"AK3"," within 2sd"
"348",2.65419444444444,6.13229166666667,"AK3"," within 2sd"
"349",1.423,3.74083333333333,"AK3"," within 2sd"
"350",1.25908333333333,3.31825,"AK3"," within 2sd"
"351",0.904875,2.66344444444444,"AK3"," within 2sd"
"352",2.27601388888889,5.83879166666667,"AK3"," within 2sd"
"353",2.57876388888889,6.80751388888889,"AK3"," within 2sd"
"354",6.17877777777778,13.754,"AK3",">abs(2sd)"
"355",17.8361805555556,37.5806805555556,"AK3",">abs(2sd)"
"356",5.30725,12.04675,"AK3",">abs(2sd)"
"357",65.3566944444444,130.189361111111,"AK3",">abs(2sd)"
"358",43.7173888888889,87.4156388888889,"AK3",">abs(2sd)"
"359",58.58775,113.868902777778,"AK3",">abs(2sd)"
"360",63.3096944444444,121.420430555556,"AK3",">abs(2sd)"
"361",8.25579166666667,17.4560694444444,"AK3",">abs(2sd)"
"362",7.14984722222222,15.1594027777778,"AK3",">abs(2sd)"
"363",8.10227777777778,17.1501388888889,"AK3",">abs(2sd)"
"364",0.386708333333333,1.32415277777778,"AK3"," within 2sd"
"365",2.75141666666667,6.30711111111111,"AK3"," within 2sd"
"366",26.5000694444444,52.7253888888889,"AK3",">abs(2sd)"
"367",123.137763888889,234.354583333333,"AK3",">abs(2sd)"
"368",132.462597222222,247.427416666667,"AK3"," within 2sd"
"369",169.359888888889,319.737291666667,"AK3",">abs(2sd)"
"370",170.991515994437,236.230583333333,"AK3"," within 2sd"
"371",72.5711111111111,146.123708013313,"AK3",">abs(2sd)"
"372",10.2542222222222,10.9173888888889,"AK3"," within 2sd"
"373",12.2985157699443,20.7020111214087,"AK3"," within 2sd"
"374",5.33096385542169,7.33428174235403,"AK3"," within 2sd"
"375",6.42925925925926,9.74738888888889,"AK3"," within 2sd"
"376",9.09274328081557,13.3165925925926,"AK3"," within 2sd"
"377",2.48157845868152,3.97754646840149,"AK3"," within 2sd"
"378",4.92990740740741,10.1727222222222,"AK3",">abs(2sd)"
"379",2.56998116760829,4.74581526861451,"AK3"," within 2sd"
"380",3.70269516728625,6.15066976744186,"AK3"," within 2sd"
"381",0.303401297497683,0.417349397590361,"AK3"," within 2sd"
"382",4.92846296296296,7.93050973123262,"AK3"," within 2sd"
"383",2.83275925925926,4.58093605189991,"AK3"," within 2sd"
"384",8.06137802607076,13.2085927306617,"AK3"," within 2sd"
"385",3.48139487179487,6.02193846153846,"AK3"," within 2sd"
"386",2.05436515291937,4.0928359592215,"AK3"," within 2sd"
"387",0.530115942028985,1.05657971014493,"AK3"," within 2sd"
"388",2.01655555555556,3.70326851851852,"AK3"," within 2sd"
"389",0.684412580943571,1.61783333333333,"AK3"," within 2sd"
"390",0.776691380908248,1.56588507877664,"AK3"," within 2sd"
"391",0.872029657089898,2.25541743970315,"AK3"," within 2sd"
"392",1.13132407407407,2.94122222222222,"AK3"," within 2sd"
"393",2.24004633920297,5.6133734939759,"AK3"," within 2sd"
"394",0.261195445920304,0.388575498575499,"AK3"," within 2sd"
"395",0.480787037037037,1.32953617810761,"AK3"," within 2sd"
"396",0.759833024118738,2.08204460966543,"AK3"," within 2sd"
"397",0.398537037037037,1.03855555555556,"AK3"," within 2sd"
"398",0.462984244670992,1.27442592592593,"AK3"," within 2sd"
"399",0.190138888888889,0.22287962962963,"AK3"," within 2sd"
"400",0.497194444444444,1.27077777777778,"AK3"," within 2sd"
"401",0.202372567191844,0.276691380908248,"AK3"," within 2sd"
"402",0.425175925925926,1.21781481481481,"AK3"," within 2sd"
"403",0.356997193638915,0.990571696344892,"AK3"," within 2sd"
"404",0.186506024096386,0.232643784786642,"AK3"," within 2sd"
"405",0.205809435707678,0.555716928769658,"AK3"," within 2sd"
"406",0.814520676691729,2.56795112781955,"AK3"," within 2sd"
"407",1.17079021636877,3.02355201499531,"AK3"," within 2sd"
"408",1.21212037037037,3.41878703703704,"AK3"," within 2sd"
"409",0.778636363636364,2.20852504638219,"AK3"," within 2sd"
"410",0.21252319109462,0.410595348837209,"AK3"," within 2sd"
"411",1.05356811862836,2.47098330241187,"AK3"," within 2sd"
"412",0.899276773296245,2.41196378830084,"AK3"," within 2sd"
"413",0.787482614742698,2.13413073713491,"AK3"," within 2sd"
"414",0.790722222222222,2.40777777777778,"AK3"," within 2sd"
"415",0.263416666666667,1.06980555555556,"AK3"," within 2sd"
"416",3.08630555555556,7.37598611111111,"AK3"," within 2sd"
"417",0.457222222222222,1.571375,"AK3"," within 2sd"
"418",2.27601388888889,5.83879166666667,"AK3"," within 2sd"
"419",17.8361805555556,37.5806805555556,"AK3",">abs(2sd)"
"420",58.58775,113.868902777778,"AK3",">abs(2sd)"
"421",8.10227777777778,17.1501388888889,"AK3",">abs(2sd)"
"422",2.75141666666667,6.30711111111111,"AK3"," within 2sd"
"423",136.947791666667,259.326361111111,"AK3",">abs(2sd)"
"424",170.991515994437,236.230583333333,"AK3"," within 2sd"
"425",33.7820930232558,49.577808727948,"AK4"," within 2sd"
"426",22.0440761374188,30.6203621169916,"AK4"," within 2sd"
"427",29.9509823911029,43.2095922150139,"AK4"," within 2sd"
"428",15.9101481481481,23.4625925925926,"AK4"," within 2sd"
"429",9.34760185185185,13.1742037037037,"AK4"," within 2sd"
"430",23.1596468401487,32.3535594795539,"AK4"," within 2sd"
"431",21.4531047265987,31.8953240740741,"AK4"," within 2sd"
"432",18.8712222222222,23.3262777777778,"AK4"," within 2sd"
"433",18.4714537037037,22.857787037037,"AK4"," within 2sd"
"434",11.1280185185185,13.5669722222222,"AK4"," within 2sd"
"435",15.1636203703704,18.4408518518519,"AK4"," within 2sd"
"436",25.3057407407407,31.0065277777778,"AK4"," within 2sd"
"437",25.0415185185185,30.0608055555556,"AK4"," within 2sd"
"438",20.8132492997199,24.5090841121495,"AK4"," within 2sd"
