"","type","modelnum","variable","value"
"96649","LOBD","7PM*RH*D*T","MBE",-0.273868378508746
"96650","LOBD","7PM*RH*D*T","MBE",-0.441392356378958
"96651","LOBD","7PM*RH*D*T","MBE",-0.493797435083561
"96652","LOBD","7PM*RH*D*T","MBE",-0.347732738551756
"96653","LOBD","7PM*RH*D*T","MBE",-0.311235119214888
"96654","LOBD","7PM*RH*D*T","MBE",-0.412907924740433
"96655","LOBD","7PM*RH*D*T","MBE",-0.46964589662919
"96656","LOBD","7PM*RH*D*T","MBE",-0.331178765153847
"96657","LOBD","7PM*RH*D*T","MBE",-0.302234614941524
"96658","LOBD","7PM*RH*D*T","MBE",-0.778078097925662
"96659","LOBD","7PM*RH*D*T","MBE",-0.623088097384902
"96660","LOBD","7PM*RH*D*T","MBE",-0.607783897569245
"96661","LOBD","7PM*RH*D*T","MBE",-0.878603967247464
"96662","LOBD","7PM*RH*D*T","MBE",-0.849923189628305
"96663","LOBD","7PM*RH*D*T","MBE",-0.622382069590618
"96664","LOBD","7PM*RH*D*T","MBE",1.00936904220309
"96665","LOBD","7PM*RH*D*T","MBE",1.10045991440363
"96666","LOBD","7PM*RH*D*T","MBE",-1.05446477777272
"96667","LOBD","7PM*RH*D*T","MBE",0.951559954349561
"96668","LOBD","7PM*RH*D*T","MBE",0.978159199934815
"96669","LOBD","7PM*RH*D*T","MBE",0.948516514648713
"96670","LOBD","7PM*RH*D*T","MBE",1.05048826902975
"96671","LOBD","7PM*RH*D*T","MBE",0.913039729551762
"96672","LOBD","7PM*RH*D*T","MBE",0.587214874905488
"96673","LOBD","7PM*RH*D*T","MBE",0.846340712205098
"96674","LOBD","7PM*RH*D*T","MBE",0.95036285784491
"96675","LOBD","7PM*RH*D*T","MBE",1.11961322788517
"96676","LOBD","7PM*RH*D*T","MBE",0.735773653256521
"96677","LOBD","7PM*RH*D*T","MBE",0.765840391725721
"96678","LOBD","7PM*RH*D*T","MBE",1.06073573648163
"96679","LOBD","7PM*RH*D*T","MBE",0.748591707375681
"96680","LOBD","7PM*RH*D*T","MBE",1.01194430920621
"96681","LOBD","7PM*RH*D*T","MBE",1.21595988377651
"96682","LOBD","7PM*RH*D*T","MBE",-0.41562077505235
"96683","LOBD","7PM*RH*D*T","MBE",-0.0254124248777003
"96684","LOBD","7PM*RH*D*T","MBE",-0.228321455730024
"96685","LOBD","7PM*RH*D*T","MBE",-0.276762163941491
"96686","LOBD","7PM*RH*D*T","MBE",-0.111697570160404
"96687","LOBD","7PM*RH*D*T","MBE",0.24105035138725
"96688","LOBD","7PM*RH*D*T","MBE",-0.114719642330859
"96689","LOBD","7PM*RH*D*T","MBE",-0.447192144612669
"96690","LOBD","7PM*RH*D*T","MBE",-0.20811366382031
"96691","LOBD","7PM*RH*D*T","MBE",-0.15606199879991
"96692","LOBD","7PM*RH*D*T","MBE",-0.0898684616383374
"96693","LOBD","7PM*RH*D*T","MBE",-0.266411794600009
"96694","LOBD","7PM*RH*D*T","MBE",-0.230308796814531
"96695","LOBD","7PM*RH*D*T","MBE",-0.519007834118261
"96696","LOBD","7PM*RH*D*T","MBE",-0.696132643488347
"96697","LOBD","7PM*RH*D*T","MBE",-0.472156494590394
"96698","LOBD","7PM*RH*D*T","MBE",-0.420474327632661
"96699","LOBD","7PM*RH*D*T","MBE",0.0963072316564961
"96700","LOBD","7PM*RH*D*T","MBE",-0.121326197199419
"96701","LOBD","7PM*RH*D*T","MBE",-0.161853432460846
"96702","LOBD","7PM*RH*D*T","MBE",-0.0336887788066988
"96703","LOBD","7PM*RH*D*T","MBE",0.322610320006392
"96704","LOBD","7PM*RH*D*T","MBE",-0.0213637886952354
"96705","LOBD","7PM*RH*D*T","MBE",-0.361899728741999
"96706","LOBD","7PM*RH*D*T","MBE",-0.126782834549798
"96707","LOBD","7PM*RH*D*T","MBE",-0.0821500317234767
"96708","LOBD","7PM*RH*D*T","MBE",-0.0236396614926395
"96709","LOBD","7PM*RH*D*T","MBE",-0.19105250745926
"96710","LOBD","7PM*RH*D*T","MBE",-0.160528084589012
"96711","LOBD","7PM*RH*D*T","MBE",-0.441375045371476
"96712","LOBD","7PM*RH*D*T","MBE",-0.588566386307708
"96713","LOBD","7PM*RH*D*T","MBE",-0.347263152591013
"96714","LOBD","7PM*RH*D*T","MBE",-0.282809108007022
"96715","LOBD","7PM*RH*D*T","MBE",0.234211493780162
"96716","LOBD","7PM*RH*D*T","MBE",0.180934529447219
"96717","LOBD","7PM*RH*D*T","MBE",0.21097970040482
"96718","LOBD","7PM*RH*D*T","MBE",0.609778378619419
"96719","LOBD","7PM*RH*D*T","MBE",0.22746398332945
"96720","LOBD","7PM*RH*D*T","MBE",-0.099993753850578
"96721","LOBD","7PM*RH*D*T","MBE",0.120164407734002
"96722","LOBD","7PM*RH*D*T","MBE",0.180607823936203
"96723","LOBD","7PM*RH*D*T","MBE",0.199151358101084
"96724","LOBD","7PM*RH*D*T","MBE",0.0656330204898676
"96725","LOBD","7PM*RH*D*T","MBE",0.123214175629677
"96726","LOBD","7PM*RH*D*T","MBE",-0.149105991668173
"96727","LOBD","7PM*RH*D*T","MBE",-0.211180451855837
"96728","LOBD","7PM*RH*D*T","MBE",0.0508947501456287
"96729","LOBD","7PM*RH*D*T","MBE",0.143198752960224
"96730","LOBD","7PM*RH*D*T","MBE",-0.0506212987649022
"96731","LOBD","7PM*RH*D*T","MBE",0.013938400515304
"96732","LOBD","7PM*RH*D*T","MBE",0.378229483540439
"96733","LOBD","7PM*RH*D*T","MBE",0.0730618336883051
"96734","LOBD","7PM*RH*D*T","MBE",-0.219991515814923
"96735","LOBD","7PM*RH*D*T","MBE",-0.0239409443127503
"96736","LOBD","7PM*RH*D*T","MBE",0.0261535164385123
"96737","LOBD","7PM*RH*D*T","MBE",0.0405225755020506
"96738","LOBD","7PM*RH*D*T","MBE",-0.0769712479829163
"96739","LOBD","7PM*RH*D*T","MBE",-0.0584751752743475
"96740","LOBD","7PM*RH*D*T","MBE",-0.280767532556601
"96741","LOBD","7PM*RH*D*T","MBE",-0.400498846429555
"96742","LOBD","7PM*RH*D*T","MBE",-0.180389524788035
"96743","LOBD","7PM*RH*D*T","MBE",-0.109911111417214
"96744","LOBD","7PM*RH*D*T","MBE",-0.0227674820794963
"96745","LOBD","7PM*RH*D*T","MBE",0.381423555247521
"96746","LOBD","7PM*RH*D*T","MBE",0.0538417071489565
"96747","LOBD","7PM*RH*D*T","MBE",-0.254006717799928
"96748","LOBD","7PM*RH*D*T","MBE",-0.0540708036676971
"96749","LOBD","7PM*RH*D*T","MBE",0.000986794236368382
"96750","LOBD","7PM*RH*D*T","MBE",0.0263779557359296
"96751","LOBD","7PM*RH*D*T","MBE",-0.0991205835667923
"96752","LOBD","7PM*RH*D*T","MBE",-0.0571981586516088
"96753","LOBD","7PM*RH*D*T","MBE",-0.303398493140515
"96754","LOBD","7PM*RH*D*T","MBE",-0.444273576879912
"96755","LOBD","7PM*RH*D*T","MBE",-0.224203578562248
"96756","LOBD","7PM*RH*D*T","MBE",-0.1574119149568
"96757","LOBD","7PM*RH*D*T","MBE",0.414299501682345
"96758","LOBD","7PM*RH*D*T","MBE",0.122513499896636
"96759","LOBD","7PM*RH*D*T","MBE",-0.131853947989375
"96760","LOBD","7PM*RH*D*T","MBE",0.0350308901018312
"96761","LOBD","7PM*RH*D*T","MBE",0.0540946390098345
"96762","LOBD","7PM*RH*D*T","MBE",0.0883259404907033
"96763","LOBD","7PM*RH*D*T","MBE",-0.0395790078763287
"96764","LOBD","7PM*RH*D*T","MBE",-0.00835679663424749
"96765","LOBD","7PM*RH*D*T","MBE",-0.179949113520115
"96766","LOBD","7PM*RH*D*T","MBE",-0.307064628044818
"96767","LOBD","7PM*RH*D*T","MBE",-0.115791591185959
"96768","LOBD","7PM*RH*D*T","MBE",-0.028708319678616
"96769","LOBD","7PM*RH*D*T","MBE",0.393993794657865
"96770","LOBD","7PM*RH*D*T","MBE",0.131274193236813
"96771","LOBD","7PM*RH*D*T","MBE",0.295787595147116
"96772","LOBD","7PM*RH*D*T","MBE",0.324809378010944
"96773","LOBD","7PM*RH*D*T","MBE",0.319296292312186
"96774","LOBD","7PM*RH*D*T","MBE",0.235807984971583
"96775","LOBD","7PM*RH*D*T","MBE",0.210363141369976
"96776","LOBD","7PM*RH*D*T","MBE",0.0877704466631375
"96777","LOBD","7PM*RH*D*T","MBE",0.051401117918882
"96778","LOBD","7PM*RH*D*T","MBE",0.276929840776425
"96779","LOBD","7PM*RH*D*T","MBE",0.364300643044551
"96780","LOBD","7PM*RH*D*T","MBE",-0.148606722649638
"96781","LOBD","7PM*RH*D*T","MBE",0.0321192144279721
"96782","LOBD","7PM*RH*D*T","MBE",0.0545632064898536
"96783","LOBD","7PM*RH*D*T","MBE",0.0896499245658173
"96784","LOBD","7PM*RH*D*T","MBE",-0.0310545007836698
"96785","LOBD","7PM*RH*D*T","MBE",-0.0222066802005454
"96786","LOBD","7PM*RH*D*T","MBE",-0.212033479897356
"96787","LOBD","7PM*RH*D*T","MBE",-0.277107971729263
"96788","LOBD","7PM*RH*D*T","MBE",-0.065500661077678
"96789","LOBD","7PM*RH*D*T","MBE",-0.00671343523716672
"96790","LOBD","7PM*RH*D*T","MBE",-0.234183541546833
"96791","LOBD","7PM*RH*D*T","MBE",-0.201777045244235
"96792","LOBD","7PM*RH*D*T","MBE",-0.158922311701195
"96793","LOBD","7PM*RH*D*T","MBE",-0.277274999333149
"96794","LOBD","7PM*RH*D*T","MBE",-0.25725599273219
"96795","LOBD","7PM*RH*D*T","MBE",-0.487779678394173
"96796","LOBD","7PM*RH*D*T","MBE",-0.584461442256365
"96797","LOBD","7PM*RH*D*T","MBE",-0.402629049658941
"96798","LOBD","7PM*RH*D*T","MBE",-0.365924125840879
"96799","LOBD","7PM*RH*D*T","MBE",-0.0119989899904356
"96800","LOBD","7PM*RH*D*T","MBE",0.0595861271589513
"96801","LOBD","7PM*RH*D*T","MBE",-0.103261293991426
"96802","LOBD","7PM*RH*D*T","MBE",-0.0945737342655528
"96803","LOBD","7PM*RH*D*T","MBE",-0.294493077630207
"96804","LOBD","7PM*RH*D*T","MBE",-0.353358227623122
"96805","LOBD","7PM*RH*D*T","MBE",-0.162661037275353
"96806","LOBD","7PM*RH*D*T","MBE",-0.111696316515832
"96807","LOBD","7PM*RH*D*T","MBE",0.0990307658152876
"96808","LOBD","7PM*RH*D*T","MBE",-0.0850464172474634
"96809","LOBD","7PM*RH*D*T","MBE",-0.106880879933668
"96810","LOBD","7PM*RH*D*T","MBE",-0.247568912743499
"96811","LOBD","7PM*RH*D*T","MBE",-0.27493030388834
"96812","LOBD","7PM*RH*D*T","MBE",-0.100008098941775
"96813","LOBD","7PM*RH*D*T","MBE",-0.0503340630517979
"96814","LOBD","7PM*RH*D*T","MBE",-0.00861007836370931
"96815","LOBD","7PM*RH*D*T","MBE",0.00220691998185352
"96816","LOBD","7PM*RH*D*T","MBE",-0.16805467212788
"96817","LOBD","7PM*RH*D*T","MBE",-0.22881905523391
"96818","LOBD","7PM*RH*D*T","MBE",-0.0526270830287139
"96819","LOBD","7PM*RH*D*T","MBE",0.00451188930823676
"96820","LOBD","7PM*RH*D*T","MBE",-0.152472970803224
"96821","LOBD","7PM*RH*D*T","MBE",-0.330431828151388
"96822","LOBD","7PM*RH*D*T","MBE",-0.36714166332289
"96823","LOBD","7PM*RH*D*T","MBE",-0.20916578930396
"96824","LOBD","7PM*RH*D*T","MBE",-0.165698657742081
"96825","LOBD","7PM*RH*D*T","MBE",-0.267590364415057
"96826","LOBD","7PM*RH*D*T","MBE",-0.315039326252984
"96827","LOBD","7PM*RH*D*T","MBE",-0.16267520120171
"96828","LOBD","7PM*RH*D*T","MBE",-0.127899213146163
"96829","LOBD","7PM*RH*D*T","MBE",-0.622093480026638
"96830","LOBD","7PM*RH*D*T","MBE",-0.450655069270046
"96831","LOBD","7PM*RH*D*T","MBE",-0.42545730277807
"96832","LOBD","7PM*RH*D*T","MBE",-0.670544861933317
"96833","LOBD","7PM*RH*D*T","MBE",-0.627186205155267
"96834","LOBD","7PM*RH*D*T","MBE",-0.363807590166346
"96835","LOBD","7PM*RH*D*T","MBE",0.565453667645281
"96836","LOBD","7PM*RH*D*T","MBE",0.953088501955891
"96837","LOBD","7PM*RH*D*T","MBE",0.508669810287794
"96838","LOBD","7PM*RH*D*T","MBE",0.531085146533673
"96839","LOBD","7PM*RH*D*T","MBE",0.577153747794551
"96840","LOBD","7PM*RH*D*T","MBE",0.798442767189536
"96841","LOBD","7PM*RH*D*T","MBE",0.536285927943155
"96842","LOBD","7PM*RH*D*T","MBE",0.204445823914179
"96843","LOBD","7PM*RH*D*T","MBE",0.474777477439208
"96844","LOBD","7PM*RH*D*T","MBE",0.52368212011579
"96845","LOBD","7PM*RH*D*T","MBE",0.688374940352189
"96846","LOBD","7PM*RH*D*T","MBE",0.393904701544042
"96847","LOBD","7PM*RH*D*T","MBE",0.471970038768557
"96848","LOBD","7PM*RH*D*T","MBE",0.0318474999115708
"96849","LOBD","7PM*RH*D*T","MBE",0.166352833867757
"96850","LOBD","7PM*RH*D*T","MBE",0.480263445562279
"96851","LOBD","7PM*RH*D*T","MBE",0.642365278282911
"96852","LOBD","7PM*RH*D*T","MBE",1.07034775166167
"96853","LOBD","7PM*RH*D*T","MBE",0.597772851921331
"96854","LOBD","7PM*RH*D*T","MBE",0.628225737435084
"96855","LOBD","7PM*RH*D*T","MBE",0.638181776310914
"96856","LOBD","7PM*RH*D*T","MBE",0.866556341449279
"96857","LOBD","7PM*RH*D*T","MBE",0.616628761871604
"96858","LOBD","7PM*RH*D*T","MBE",0.276443364741104
"96859","LOBD","7PM*RH*D*T","MBE",0.54020696584719
"96860","LOBD","7PM*RH*D*T","MBE",0.579075291250382
"96861","LOBD","7PM*RH*D*T","MBE",0.73134047196938
"96862","LOBD","7PM*RH*D*T","MBE",0.454010685010385
"96863","LOBD","7PM*RH*D*T","MBE",0.533878012652858
"96864","LOBD","7PM*RH*D*T","MBE",0.520522380571229
"96865","LOBD","7PM*RH*D*T","MBE",0.255582960896554
"96866","LOBD","7PM*RH*D*T","MBE",0.584393889227117
"96867","LOBD","7PM*RH*D*T","MBE",0.757119352485997
"96868","LOBD","7PM*RH*D*T","MBE",1.00497516937984
"96869","LOBD","7PM*RH*D*T","MBE",0.997415473540618
"96870","LOBD","7PM*RH*D*T","MBE",0.94158185127506
"96871","LOBD","7PM*RH*D*T","MBE",1.215591580996
"96872","LOBD","7PM*RH*D*T","MBE",0.910515867033629
"96873","LOBD","7PM*RH*D*T","MBE",0.573872848206273
"96874","LOBD","7PM*RH*D*T","MBE",0.806017104527308
"96875","LOBD","7PM*RH*D*T","MBE",0.842654182641137
"96876","LOBD","7PM*RH*D*T","MBE",0.937970693382145
"96877","LOBD","7PM*RH*D*T","MBE",0.741188735105382
"96878","LOBD","7PM*RH*D*T","MBE",0.97984823632722
"96879","LOBD","7PM*RH*D*T","MBE",0.752199595911966
"96880","LOBD","7PM*RH*D*T","MBE",0.70034879691279
"96881","LOBD","7PM*RH*D*T","MBE",0.998767535090593
"96882","LOBD","7PM*RH*D*T","MBE",1.18535513505058
"96883","LOBD","7PM*RH*D*T","MBE",0.573769106153685
"96884","LOBD","7PM*RH*D*T","MBE",0.561985777619727
"96885","LOBD","7PM*RH*D*T","MBE",0.823071162975191
"96886","LOBD","7PM*RH*D*T","MBE",0.595308507917158
"96887","LOBD","7PM*RH*D*T","MBE",0.301585812834201
"96888","LOBD","7PM*RH*D*T","MBE",0.520692170688156
"96889","LOBD","7PM*RH*D*T","MBE",0.566474669361305
"96890","LOBD","7PM*RH*D*T","MBE",0.661840779401398
"96891","LOBD","7PM*RH*D*T","MBE",0.451112572944627
"96892","LOBD","7PM*RH*D*T","MBE",0.522609290664068
"96893","LOBD","7PM*RH*D*T","MBE",0.381048595326302
"96894","LOBD","7PM*RH*D*T","MBE",0.260709317826681
"96895","LOBD","7PM*RH*D*T","MBE",0.520676824525978
"96896","LOBD","7PM*RH*D*T","MBE",0.652813166088061
"96897","LOBD","7PM*RH*D*T","MBE",0.585604268394565
"96898","LOBD","7PM*RH*D*T","MBE",0.861022611624922
"96899","LOBD","7PM*RH*D*T","MBE",0.615129625875483
"96900","LOBD","7PM*RH*D*T","MBE",0.306920155638831
"96901","LOBD","7PM*RH*D*T","MBE",0.531916853136689
"96902","LOBD","7PM*RH*D*T","MBE",0.580117532349526
"96903","LOBD","7PM*RH*D*T","MBE",0.69005555237681
"96904","LOBD","7PM*RH*D*T","MBE",0.469255512023318
"96905","LOBD","7PM*RH*D*T","MBE",0.557887243566316
"96906","LOBD","7PM*RH*D*T","MBE",0.445380613212741
"96907","LOBD","7PM*RH*D*T","MBE",0.273094956375404
"96908","LOBD","7PM*RH*D*T","MBE",0.542726076656901
"96909","LOBD","7PM*RH*D*T","MBE",0.683052125814054
"96910","LOBD","7PM*RH*D*T","MBE",0.888445769622425
"96911","LOBD","7PM*RH*D*T","MBE",0.630810929877937
"96912","LOBD","7PM*RH*D*T","MBE",0.376138080729335
"96913","LOBD","7PM*RH*D*T","MBE",0.561491465714086
"96914","LOBD","7PM*RH*D*T","MBE",0.572597933811714
"96915","LOBD","7PM*RH*D*T","MBE",0.686941665023177
"96916","LOBD","7PM*RH*D*T","MBE",0.47160329156214
"96917","LOBD","7PM*RH*D*T","MBE",0.56167799879635
"96918","LOBD","7PM*RH*D*T","MBE",0.403492472583576
"96919","LOBD","7PM*RH*D*T","MBE",0.317399720253997
"96920","LOBD","7PM*RH*D*T","MBE",0.542534729668073
"96921","LOBD","7PM*RH*D*T","MBE",0.679146706169577
"96922","LOBD","7PM*RH*D*T","MBE",0.812783610583285
"96923","LOBD","7PM*RH*D*T","MBE",0.550806341639925
"96924","LOBD","7PM*RH*D*T","MBE",0.732888932423782
"96925","LOBD","7PM*RH*D*T","MBE",0.757621877196875
"96926","LOBD","7PM*RH*D*T","MBE",0.818387594627758
"96927","LOBD","7PM*RH*D*T","MBE",0.660511556527242
"96928","LOBD","7PM*RH*D*T","MBE",0.678795479124492
"96929","LOBD","7PM*RH*D*T","MBE",0.602955130813752
"96930","LOBD","7PM*RH*D*T","MBE",0.562182968095817
"96931","LOBD","7PM*RH*D*T","MBE",0.807712300360267
"96932","LOBD","7PM*RH*D*T","MBE",0.933561224591037
"96933","LOBD","7PM*RH*D*T","MBE",0.331124369246265
"96934","LOBD","7PM*RH*D*T","MBE",0.531414612527671
"96935","LOBD","7PM*RH*D*T","MBE",0.548314785556329
"96936","LOBD","7PM*RH*D*T","MBE",0.662748012010661
"96937","LOBD","7PM*RH*D*T","MBE",0.454935379847134
"96938","LOBD","7PM*RH*D*T","MBE",0.517542138067379
"96939","LOBD","7PM*RH*D*T","MBE",0.38839235746604
"96940","LOBD","7PM*RH*D*T","MBE",0.3126055693234
"96941","LOBD","7PM*RH*D*T","MBE",0.559721799461562
"96942","LOBD","7PM*RH*D*T","MBE",0.666352646834799
"96943","LOBD","7PM*RH*D*T","MBE",0.264917947499747
"96944","LOBD","7PM*RH*D*T","MBE",0.292244645526557
"96945","LOBD","7PM*RH*D*T","MBE",0.409550328926056
"96946","LOBD","7PM*RH*D*T","MBE",0.208545640707996
"96947","LOBD","7PM*RH*D*T","MBE",0.276716282172487
"96948","LOBD","7PM*RH*D*T","MBE",2.2585741490157
"96949","LOBD","7PM*RH*D*T","MBE",0.00923602852426875
"96950","LOBD","7PM*RH*D*T","MBE",0.223193215504438
"96951","LOBD","7PM*RH*D*T","MBE",0.30803000690695
"96952","LOBD","7PM*RH*D*T","MBE",0.512502920389306
"96953","LOBD","7PM*RH*D*T","MBE",0.678688925638076
"96954","LOBD","7PM*RH*D*T","MBE",0.40499531707445
"96955","LOBD","7PM*RH*D*T","MBE",0.464914908723019
"96956","LOBD","7PM*RH*D*T","MBE",-0.0623985757601169
"96957","LOBD","7PM*RH*D*T","MBE",0.263085093019409
"96958","LOBD","7PM*RH*D*T","MBE",0.491293657144288
"96959","LOBD","7PM*RH*D*T","MBE",0.592507308941295
"96960","LOBD","7PM*RH*D*T","MBE",0.757979760891564
"96961","LOBD","7PM*RH*D*T","MBE",0.412698117447613
"96962","LOBD","7PM*RH*D*T","MBE",0.427332629231767
"96963","LOBD","7PM*RH*D*T","MBE",0.286622228999478
"96964","LOBD","7PM*RH*D*T","MBE",0.339712302381878
"96965","LOBD","7PM*RH*D*T","MBE",0.548308329364962
"96966","LOBD","7PM*RH*D*T","MBE",0.646082232875152
"96967","LOBD","7PM*RH*D*T","MBE",0.573720220923088
"96968","LOBD","7PM*RH*D*T","MBE",0.674799976419656
"96969","LOBD","7PM*RH*D*T","MBE",0.450169740576944
"96970","LOBD","7PM*RH*D*T","MBE",0.463692077528643
"96971","LOBD","7PM*RH*D*T","MBE",0.689194320081029
"96972","LOBD","7PM*RH*D*T","MBE",0.797441380527838
"96973","LOBD","7PM*RH*D*T","MBE",0.410298170641896
"96974","LOBD","7PM*RH*D*T","MBE",0.347091450948094
"96975","LOBD","7PM*RH*D*T","MBE",0.231160424921196
"96976","LOBD","7PM*RH*D*T","MBE",0.421946610705531
"96977","LOBD","7PM*RH*D*T","MBE",0.511640890507566
"96978","LOBD","7PM*RH*D*T","MBE",0.396702832912609
"96979","LOBD","7PM*RH*D*T","MBE",0.353328978992483
"96980","LOBD","7PM*RH*D*T","MBE",0.520673161565323
"96981","LOBD","7PM*RH*D*T","MBE",0.59753261107128
"96982","LOBD","7PM*RH*D*T","MBE",-0.185921053687181
"96983","LOBD","7PM*RH*D*T","MBE",1.17732696312918
"96984","LOBD","7PM*RH*D*T","MBE",0.776241084486584
"96985","LOBD","7PM*RH*D*T","MBE",0.151838055854236
"96986","LOBD","7PM*RH*D*T","MBE",0.276492632896769
"96987","LOBD","7PM*RH*D*T","MBE",0.642137664931038
"96988","LOBD","7PM*RH*D*T","MBE",0.0234883222585278
"96989","LOBD","7PM*RH*D*T","MBE",-0.219931072500706
"96990","LOBD","7PM*RH*D*T","MBE",-0.239668977456589
"96991","LOBD","7PM*RH*D*T","MBE",-0.0910000868478917
"96992","LOBD","7PM*RH*D*T","MBE",0.286260478592443
"96993","LOBD","7PM*RH*D*T","MBE",-0.091316458869084
"96994","LOBD","7PM*RH*D*T","MBE",-0.448112658744733
"96995","LOBD","7PM*RH*D*T","MBE",-0.206772249989926
"96996","LOBD","7PM*RH*D*T","MBE",-0.149153685593879
"96997","LOBD","7PM*RH*D*T","MBE",-0.0822757522720821
"96998","LOBD","7PM*RH*D*T","MBE",-0.266547780595336
"96999","LOBD","7PM*RH*D*T","MBE",-0.260814601690293
"97000","LOBD","7PM*RH*D*T","MBE",-0.546493954686618
"97001","LOBD","7PM*RH*D*T","MBE",-0.719528056597857
"97002","LOBD","7PM*RH*D*T","MBE",-0.480284498306707
"97003","LOBD","7PM*RH*D*T","MBE",-0.421413719186376
"97004","LOBD","7PM*RH*D*T","MBE",0.187726500601066
"97005","LOBD","7PM*RH*D*T","MBE",0.148036509421141
"97006","LOBD","7PM*RH*D*T","MBE",0.183113164372877
"97007","LOBD","7PM*RH*D*T","MBE",0.599105006013556
"97008","LOBD","7PM*RH*D*T","MBE",0.186907016303918
"97009","LOBD","7PM*RH*D*T","MBE",-0.153848353858987
"97010","LOBD","7PM*RH*D*T","MBE",0.0723401779714274
"97011","LOBD","7PM*RH*D*T","MBE",0.145065364511655
"97012","LOBD","7PM*RH*D*T","MBE",0.167817225693346
"97013","LOBD","7PM*RH*D*T","MBE",0.0225219870156685
"97014","LOBD","7PM*RH*D*T","MBE",0.0489950173954909
"97015","LOBD","7PM*RH*D*T","MBE",-0.21195472358718
"97016","LOBD","7PM*RH*D*T","MBE",-0.287132084628325
"97017","LOBD","7PM*RH*D*T","MBE",-0.0177344257631731
"97018","LOBD","7PM*RH*D*T","MBE",0.0796691831168541
"97019","LOBD","7PM*RH*D*T","MBE",-0.102325283616411
"97020","LOBD","7PM*RH*D*T","MBE",-0.0324126421825426
"97021","LOBD","7PM*RH*D*T","MBE",0.347214297902052
"97022","LOBD","7PM*RH*D*T","MBE",0.0195303998192671
"97023","LOBD","7PM*RH*D*T","MBE",-0.284599948435305
"97024","LOBD","7PM*RH*D*T","MBE",-0.0850765274364633
"97025","LOBD","7PM*RH*D*T","MBE",-0.0222258441628629
"97026","LOBD","7PM*RH*D*T","MBE",-0.00463367654396052
"97027","LOBD","7PM*RH*D*T","MBE",-0.132692649487266
"97028","LOBD","7PM*RH*D*T","MBE",-0.13785568439733
"97029","LOBD","7PM*RH*D*T","MBE",-0.357667622901774
"97030","LOBD","7PM*RH*D*T","MBE",-0.491707058541905
"97031","LOBD","7PM*RH*D*T","MBE",-0.270914739202773
"97032","LOBD","7PM*RH*D*T","MBE",-0.199202889677597
"97033","LOBD","7PM*RH*D*T","MBE",-0.0514911051705127
"97034","LOBD","7PM*RH*D*T","MBE",0.378952601105583
"97035","LOBD","7PM*RH*D*T","MBE",0.0123585320769628
"97036","LOBD","7PM*RH*D*T","MBE",-0.307299734767192
"97037","LOBD","7PM*RH*D*T","MBE",-0.102284639071215
"97038","LOBD","7PM*RH*D*T","MBE",-0.0357375086669851
"97039","LOBD","7PM*RH*D*T","MBE",-0.00218853380343376
"97040","LOBD","7PM*RH*D*T","MBE",-0.142299176056163
"97041","LOBD","7PM*RH*D*T","MBE",-0.132522045551628
"97042","LOBD","7PM*RH*D*T","MBE",-0.365181497167443
"97043","LOBD","7PM*RH*D*T","MBE",-0.52481008000473
"97044","LOBD","7PM*RH*D*T","MBE",-0.300121185867576
"97045","LOBD","7PM*RH*D*T","MBE",-0.231834792196954
"97046","LOBD","7PM*RH*D*T","MBE",0.396707147625461
"97047","LOBD","7PM*RH*D*T","MBE",0.0886884591827872
"97048","LOBD","7PM*RH*D*T","MBE",-0.173671680844606
"97049","LOBD","7PM*RH*D*T","MBE",-0.00414933095946957
"97050","LOBD","7PM*RH*D*T","MBE",0.0222739265043952
"97051","LOBD","7PM*RH*D*T","MBE",0.0621741202042436
"97052","LOBD","7PM*RH*D*T","MBE",-0.0749064360962048
"97053","LOBD","7PM*RH*D*T","MBE",-0.0633640638963691
"97054","LOBD","7PM*RH*D*T","MBE",-0.227973334169535
"97055","LOBD","7PM*RH*D*T","MBE",-0.366637546478307
"97056","LOBD","7PM*RH*D*T","MBE",-0.172963815354075
"97057","LOBD","7PM*RH*D*T","MBE",-0.0816757367062468
"97058","LOBD","7PM*RH*D*T","MBE",0.369560438244337
"97059","LOBD","7PM*RH*D*T","MBE",0.09960975667504
"97060","LOBD","7PM*RH*D*T","MBE",0.26764726126472
"97061","LOBD","7PM*RH*D*T","MBE",0.30516388727963
"97062","LOBD","7PM*RH*D*T","MBE",0.304315372125373
"97063","LOBD","7PM*RH*D*T","MBE",0.210895468525013
"97064","LOBD","7PM*RH*D*T","MBE",0.163516199618604
"97065","LOBD","7PM*RH*D*T","MBE",0.0506814542818592
"97066","LOBD","7PM*RH*D*T","MBE",0.00809142465676338
"97067","LOBD","7PM*RH*D*T","MBE",0.240610202112702
"97068","LOBD","7PM*RH*D*T","MBE",0.333941237807775
"97069","LOBD","7PM*RH*D*T","MBE",-0.201696927790905
"97070","LOBD","7PM*RH*D*T","MBE",-0.0172809322134633
"97071","LOBD","7PM*RH*D*T","MBE",0.0123799756252492
"97072","LOBD","7PM*RH*D*T","MBE",0.053291289961173
"97073","LOBD","7PM*RH*D*T","MBE",-0.0763882926287147
"97074","LOBD","7PM*RH*D*T","MBE",-0.0867607310941603
"97075","LOBD","7PM*RH*D*T","MBE",-0.273448409599197
"97076","LOBD","7PM*RH*D*T","MBE",-0.348145672247234
"97077","LOBD","7PM*RH*D*T","MBE",-0.132638263076213
