"","type","modelnum","variable","value"
"83614","LOBD","4+RH*T*D","MBE",-0.171163209947084
"83615","LOBD","4+RH*T*D","MBE",-0.443100428816694
"83616","LOBD","4+RH*T*D","MBE",-0.547310015430511
"83617","LOBD","4+RH*T*D","MBE",-0.238024266760394
"83618","LOBD","4+RH*T*D","MBE",-0.174218120318233
"83619","LOBD","4+RH*T*D","MBE",-0.115543981758238
"83620","LOBD","4+RH*T*D","MBE",0.125837501562505
"83621","LOBD","4+RH*T*D","MBE",0.681136553735767
"83622","LOBD","4+RH*T*D","MBE",0.0754336530136799
"83623","LOBD","4+RH*T*D","MBE",0.234182708076808
"83624","LOBD","4+RH*T*D","MBE",0.453916586868489
"83625","LOBD","4+RH*T*D","MBE",0.197352771965763
"83626","LOBD","4+RH*T*D","MBE",0.247783162266078
"83627","LOBD","4+RH*T*D","MBE",0.38220685856588
"83628","LOBD","4+RH*T*D","MBE",0.646095692737189
"83629","LOBD","4+RH*T*D","MBE",0.372054282177041
"83630","LOBD","4+RH*T*D","MBE",-0.067446729714427
"83631","LOBD","4+RH*T*D","MBE",0.196050472539008
"83632","LOBD","4+RH*T*D","MBE",0.218044397788027
"83633","LOBD","4+RH*T*D","MBE",0.330163863462721
"83634","LOBD","4+RH*T*D","MBE",0.177360174818161
"83635","LOBD","4+RH*T*D","MBE",0.0583554749074056
"83636","LOBD","4+RH*T*D","MBE",-0.158733083235507
"83637","LOBD","4+RH*T*D","MBE",-0.188508985786585
"83638","LOBD","4+RH*T*D","MBE",0.136874863167556
"83639","LOBD","4+RH*T*D","MBE",0.237182259481614
"83640","LOBD","4+RH*T*D","MBE",-0.52035902128685
"83641","LOBD","4+RH*T*D","MBE",0.0380233098269009
"83642","LOBD","4+RH*T*D","MBE",-0.620838454551894
"83643","LOBD","4+RH*T*D","MBE",-0.455455969317523
"83644","LOBD","4+RH*T*D","MBE",-0.167160426838855
"83645","LOBD","4+RH*T*D","MBE",-0.330266885260887
"83646","LOBD","4+RH*T*D","MBE",-0.315410321185997
"83647","LOBD","4+RH*T*D","MBE",-0.0528769993493476
"83648","LOBD","4+RH*T*D","MBE",0.219918429430011
"83649","LOBD","4+RH*T*D","MBE",-0.0867202528431177
"83650","LOBD","4+RH*T*D","MBE",-0.528914700706562
"83651","LOBD","4+RH*T*D","MBE",-0.269684499155558
"83652","LOBD","4+RH*T*D","MBE",-0.23542194982207
"83653","LOBD","4+RH*T*D","MBE",-0.110736461828511
"83654","LOBD","4+RH*T*D","MBE",-0.257817951971467
"83655","LOBD","4+RH*T*D","MBE",-0.33996273231427
"83656","LOBD","4+RH*T*D","MBE",-0.618833640064652
"83657","LOBD","4+RH*T*D","MBE",-0.768334931038259
"83658","LOBD","4+RH*T*D","MBE",-0.535894623613634
"83659","LOBD","4+RH*T*D","MBE",-0.514493242103287
"83660","LOBD","4+RH*T*D","MBE",0.303156820242599
"83661","LOBD","4+RH*T*D","MBE",-0.353220824244141
"83662","LOBD","4+RH*T*D","MBE",-0.196042868985891
"83663","LOBD","4+RH*T*D","MBE",0.0781174052716889
"83664","LOBD","4+RH*T*D","MBE",-0.131831151466864
"83665","LOBD","4+RH*T*D","MBE",-0.117884325555062
"83666","LOBD","4+RH*T*D","MBE",0.113497870109228
"83667","LOBD","4+RH*T*D","MBE",0.383320349792216
"83668","LOBD","4+RH*T*D","MBE",0.0885512214048125
"83669","LOBD","4+RH*T*D","MBE",-0.356395151040756
"83670","LOBD","4+RH*T*D","MBE",-0.0890522239236242
"83671","LOBD","4+RH*T*D","MBE",-0.0534363562493478
"83672","LOBD","4+RH*T*D","MBE",0.0671551679573383
"83673","LOBD","4+RH*T*D","MBE",-0.0916765187367865
"83674","LOBD","4+RH*T*D","MBE",-0.183893764302866
"83675","LOBD","4+RH*T*D","MBE",-0.43128727855259
"83676","LOBD","4+RH*T*D","MBE",-0.54074098417062
"83677","LOBD","4+RH*T*D","MBE",-0.2777320379535
"83678","LOBD","4+RH*T*D","MBE",-0.22656363514141
"83679","LOBD","4+RH*T*D","MBE",0.261066963384776
"83680","LOBD","4+RH*T*D","MBE",0.405264673118015
"83681","LOBD","4+RH*T*D","MBE",0.647991696019036
"83682","LOBD","4+RH*T*D","MBE",0.303185471039201
"83683","LOBD","4+RH*T*D","MBE",0.346873931332128
"83684","LOBD","4+RH*T*D","MBE",0.506664150350735
"83685","LOBD","4+RH*T*D","MBE",0.747881918830243
"83686","LOBD","4+RH*T*D","MBE",0.473374550698956
"83687","LOBD","4+RH*T*D","MBE",0.0327862073095577
"83688","LOBD","4+RH*T*D","MBE",0.328344237224092
"83689","LOBD","4+RH*T*D","MBE",0.404176217043313
"83690","LOBD","4+RH*T*D","MBE",0.535444328186895
"83691","LOBD","4+RH*T*D","MBE",0.352668818863075
"83692","LOBD","4+RH*T*D","MBE",0.235870743724236
"83693","LOBD","4+RH*T*D","MBE",0.021140206319938
"83694","LOBD","4+RH*T*D","MBE",-0.0509503013349271
"83695","LOBD","4+RH*T*D","MBE",0.291117985239328
"83696","LOBD","4+RH*T*D","MBE",0.417993745265788
"83697","LOBD","4+RH*T*D","MBE",-0.286160904336384
"83698","LOBD","4+RH*T*D","MBE",0.0301662133243212
"83699","LOBD","4+RH*T*D","MBE",-0.198203897731826
"83700","LOBD","4+RH*T*D","MBE",-0.166084609315307
"83701","LOBD","4+RH*T*D","MBE",0.0818019439787427
"83702","LOBD","4+RH*T*D","MBE",0.369361077396562
"83703","LOBD","4+RH*T*D","MBE",0.0471737864780319
"83704","LOBD","4+RH*T*D","MBE",-0.42457558089894
"83705","LOBD","4+RH*T*D","MBE",-0.149744620441018
"83706","LOBD","4+RH*T*D","MBE",-0.0995506066965834
"83707","LOBD","4+RH*T*D","MBE",0.0231394937150711
"83708","LOBD","4+RH*T*D","MBE",-0.146404457140261
"83709","LOBD","4+RH*T*D","MBE",-0.236572269264487
"83710","LOBD","4+RH*T*D","MBE",-0.518439267764006
"83711","LOBD","4+RH*T*D","MBE",-0.648056087291978
"83712","LOBD","4+RH*T*D","MBE",-0.371427034812184
"83713","LOBD","4+RH*T*D","MBE",-0.328976639304833
"83714","LOBD","4+RH*T*D","MBE",0.19515463808431
"83715","LOBD","4+RH*T*D","MBE",-0.0590393891261805
"83716","LOBD","4+RH*T*D","MBE",-0.0284344847477094
"83717","LOBD","4+RH*T*D","MBE",0.187160040732955
"83718","LOBD","4+RH*T*D","MBE",0.477615948019578
"83719","LOBD","4+RH*T*D","MBE",0.1638357240775
"83720","LOBD","4+RH*T*D","MBE",-0.316571237204918
"83721","LOBD","4+RH*T*D","MBE",-0.0461930343179278
"83722","LOBD","4+RH*T*D","MBE",0.000879082213876003
"83723","LOBD","4+RH*T*D","MBE",0.108888465454731
"83724","LOBD","4+RH*T*D","MBE",-0.0583724770129574
"83725","LOBD","4+RH*T*D","MBE",-0.159173962150533
"83726","LOBD","4+RH*T*D","MBE",-0.4197210410657
"83727","LOBD","4+RH*T*D","MBE",-0.506735020756482
"83728","LOBD","4+RH*T*D","MBE",-0.205106098671621
"83729","LOBD","4+RH*T*D","MBE",-0.142351806760124
"83730","LOBD","4+RH*T*D","MBE",0.187974446652685
"83731","LOBD","4+RH*T*D","MBE",0.203990335442278
"83732","LOBD","4+RH*T*D","MBE",0.339539910693242
"83733","LOBD","4+RH*T*D","MBE",0.661085807762422
"83734","LOBD","4+RH*T*D","MBE",0.369691084592632
"83735","LOBD","4+RH*T*D","MBE",-0.0995502143453475
"83736","LOBD","4+RH*T*D","MBE",0.151829998261925
"83737","LOBD","4+RH*T*D","MBE",0.203283357071074
"83738","LOBD","4+RH*T*D","MBE",0.284683120813735
"83739","LOBD","4+RH*T*D","MBE",0.121706134599985
"83740","LOBD","4+RH*T*D","MBE",0.0287689134504507
"83741","LOBD","4+RH*T*D","MBE",-0.161035711274462
"83742","LOBD","4+RH*T*D","MBE",-0.205749352657035
"83743","LOBD","4+RH*T*D","MBE",0.101152666447831
"83744","LOBD","4+RH*T*D","MBE",0.18976552290659
"83745","LOBD","4+RH*T*D","MBE",-0.0127655213081876
"83746","LOBD","4+RH*T*D","MBE",0.142391196660069
"83747","LOBD","4+RH*T*D","MBE",0.43772166228633
"83748","LOBD","4+RH*T*D","MBE",0.176196084253918
"83749","LOBD","4+RH*T*D","MBE",-0.233425145767391
"83750","LOBD","4+RH*T*D","MBE",-0.00894964828455258
"83751","LOBD","4+RH*T*D","MBE",0.0421296539474927
"83752","LOBD","4+RH*T*D","MBE",0.105590320764074
"83753","LOBD","4+RH*T*D","MBE",-0.0143097714199625
"83754","LOBD","4+RH*T*D","MBE",-0.105222865395451
"83755","LOBD","4+RH*T*D","MBE",-0.305039990159823
"83756","LOBD","4+RH*T*D","MBE",-0.388260057150731
"83757","LOBD","4+RH*T*D","MBE",-0.139464903272428
"83758","LOBD","4+RH*T*D","MBE",-0.0809662726276859
"83759","LOBD","4+RH*T*D","MBE",0.144533550082956
"83760","LOBD","4+RH*T*D","MBE",0.454106121283017
"83761","LOBD","4+RH*T*D","MBE",0.205805693695492
"83762","LOBD","4+RH*T*D","MBE",-0.206196663236027
"83763","LOBD","4+RH*T*D","MBE",0.0275597868185002
"83764","LOBD","4+RH*T*D","MBE",0.084667109497369
"83765","LOBD","4+RH*T*D","MBE",0.122994577151289
"83766","LOBD","4+RH*T*D","MBE",0.00667636293335505
"83767","LOBD","4+RH*T*D","MBE",-0.0846951774983218
"83768","LOBD","4+RH*T*D","MBE",-0.26639160088647
"83769","LOBD","4+RH*T*D","MBE",-0.385599062607401
"83770","LOBD","4+RH*T*D","MBE",-0.121632934000218
"83771","LOBD","4+RH*T*D","MBE",-0.0467298087339394
"83772","LOBD","4+RH*T*D","MBE",0.656101843032735
"83773","LOBD","4+RH*T*D","MBE",0.341587348687996
"83774","LOBD","4+RH*T*D","MBE",-0.0198361428879235
"83775","LOBD","4+RH*T*D","MBE",0.173137941801055
"83776","LOBD","4+RH*T*D","MBE",0.190615255047707
"83777","LOBD","4+RH*T*D","MBE",0.261116092392692
"83778","LOBD","4+RH*T*D","MBE",0.135227088879668
"83779","LOBD","4+RH*T*D","MBE",0.0585384558140731
"83780","LOBD","4+RH*T*D","MBE",-0.0703789353162989
"83781","LOBD","4+RH*T*D","MBE",-0.125755182250535
"83782","LOBD","4+RH*T*D","MBE",0.111632165078445
"83783","LOBD","4+RH*T*D","MBE",0.18633079438824
"83784","LOBD","4+RH*T*D","MBE",0.576306542315223
"83785","LOBD","4+RH*T*D","MBE",0.198719550664549
"83786","LOBD","4+RH*T*D","MBE",0.380212052638052
"83787","LOBD","4+RH*T*D","MBE",0.406395471362014
"83788","LOBD","4+RH*T*D","MBE",0.453577777443062
"83789","LOBD","4+RH*T*D","MBE",0.34000648205075
"83790","LOBD","4+RH*T*D","MBE",0.2401093202689
"83791","LOBD","4+RH*T*D","MBE",0.147718314595219
"83792","LOBD","4+RH*T*D","MBE",0.1726886614967
"83793","LOBD","4+RH*T*D","MBE",0.431912365658684
"83794","LOBD","4+RH*T*D","MBE",0.511098321633245
"83795","LOBD","4+RH*T*D","MBE",-0.0583133407645624
"83796","LOBD","4+RH*T*D","MBE",0.141177158365026
"83797","LOBD","4+RH*T*D","MBE",0.170089543001589
"83798","LOBD","4+RH*T*D","MBE",0.231369902691789
"83799","LOBD","4+RH*T*D","MBE",0.116516312041203
"83800","LOBD","4+RH*T*D","MBE",0.0158104811146567
"83801","LOBD","4+RH*T*D","MBE",-0.135992977014294
"83802","LOBD","4+RH*T*D","MBE",-0.13724711326725
"83803","LOBD","4+RH*T*D","MBE",0.105927927139948
"83804","LOBD","4+RH*T*D","MBE",0.165142329608083
"83805","LOBD","4+RH*T*D","MBE",-0.222062426110069
"83806","LOBD","4+RH*T*D","MBE",-0.174627276258146
"83807","LOBD","4+RH*T*D","MBE",-0.0959195648085718
"83808","LOBD","4+RH*T*D","MBE",-0.215692728980084
"83809","LOBD","4+RH*T*D","MBE",-0.30255208698653
"83810","LOBD","4+RH*T*D","MBE",-0.512982226953235
"83811","LOBD","4+RH*T*D","MBE",-0.573870442760383
"83812","LOBD","4+RH*T*D","MBE",-0.372518630564342
"83813","LOBD","4+RH*T*D","MBE",-0.345747070896891
"83814","LOBD","4+RH*T*D","MBE",0.0298899841428142
"83815","LOBD","4+RH*T*D","MBE",0.134167029231174
"83816","LOBD","4+RH*T*D","MBE",-0.0152195351365059
"83817","LOBD","4+RH*T*D","MBE",-0.107204561807545
"83818","LOBD","4+RH*T*D","MBE",-0.294845025670194
"83819","LOBD","4+RH*T*D","MBE",-0.310904050575807
"83820","LOBD","4+RH*T*D","MBE",-0.0934071419630298
"83821","LOBD","4+RH*T*D","MBE",-0.0501014566020892
"83822","LOBD","4+RH*T*D","MBE",0.170673934478978
"83823","LOBD","4+RH*T*D","MBE",-0.00213898640092491
"83824","LOBD","4+RH*T*D","MBE",-0.0753178198650906
"83825","LOBD","4+RH*T*D","MBE",-0.232693371970324
"83826","LOBD","4+RH*T*D","MBE",-0.223051414136261
"83827","LOBD","4+RH*T*D","MBE",-0.0213329332797194
"83828","LOBD","4+RH*T*D","MBE",0.0186937819926962
"83829","LOBD","4+RH*T*D","MBE",0.150345816208981
"83830","LOBD","4+RH*T*D","MBE",0.0641908739751624
"83831","LOBD","4+RH*T*D","MBE",-0.117526474152619
"83832","LOBD","4+RH*T*D","MBE",-0.131185975159571
"83833","LOBD","4+RH*T*D","MBE",0.0739158318046389
"83834","LOBD","4+RH*T*D","MBE",0.129355535324459
"83835","LOBD","4+RH*T*D","MBE",-0.112292106275324
"83836","LOBD","4+RH*T*D","MBE",-0.273185980066867
"83837","LOBD","4+RH*T*D","MBE",-0.264334654308893
"83838","LOBD","4+RH*T*D","MBE",-0.0779181951877401
"83839","LOBD","4+RH*T*D","MBE",-0.0441251641500537
"83840","LOBD","4+RH*T*D","MBE",-0.340938375397703
"83841","LOBD","4+RH*T*D","MBE",-0.344552748964487
"83842","LOBD","4+RH*T*D","MBE",-0.177824146173556
"83843","LOBD","4+RH*T*D","MBE",-0.151612507139816
"83844","LOBD","4+RH*T*D","MBE",-0.626843293518243
"83845","LOBD","4+RH*T*D","MBE",-0.438241721727217
"83846","LOBD","4+RH*T*D","MBE",-0.429042326398806
"83847","LOBD","4+RH*T*D","MBE",-0.599950249116045
"83848","LOBD","4+RH*T*D","MBE",-0.571349135807418
"83849","LOBD","4+RH*T*D","MBE",-0.250148401788328
"83850","LOBD","4+RH*T*D","MBE",-0.192792702308681
"83851","LOBD","4+RH*T*D","MBE",0.0439952115153082
"83852","LOBD","4+RH*T*D","MBE",0.580852701244407
"83853","LOBD","4+RH*T*D","MBE",-0.0103831821159384
"83854","LOBD","4+RH*T*D","MBE",0.148434679038225
"83855","LOBD","4+RH*T*D","MBE",0.363570289244496
"83856","LOBD","4+RH*T*D","MBE",0.131321905615458
"83857","LOBD","4+RH*T*D","MBE",0.181852345383266
"83858","LOBD","4+RH*T*D","MBE",0.314390434887377
"83859","LOBD","4+RH*T*D","MBE",0.572310448021087
"83860","LOBD","4+RH*T*D","MBE",0.30849229922877
"83861","LOBD","4+RH*T*D","MBE",-0.115172061379688
"83862","LOBD","4+RH*T*D","MBE",0.142847731496832
"83863","LOBD","4+RH*T*D","MBE",0.156169228199037
"83864","LOBD","4+RH*T*D","MBE",0.268761482697409
"83865","LOBD","4+RH*T*D","MBE",0.128240270345512
"83866","LOBD","4+RH*T*D","MBE",0.01690655466893
"83867","LOBD","4+RH*T*D","MBE",-0.205609823933132
"83868","LOBD","4+RH*T*D","MBE",-0.251685536567525
"83869","LOBD","4+RH*T*D","MBE",0.053569477291731
"83870","LOBD","4+RH*T*D","MBE",0.141191663943363
"83871","LOBD","4+RH*T*D","MBE",-0.583283192604804
"83872","LOBD","4+RH*T*D","MBE",-0.0429071757332018
"83873","LOBD","4+RH*T*D","MBE",-0.683441364713756
"83874","LOBD","4+RH*T*D","MBE",-0.516640075343471
"83875","LOBD","4+RH*T*D","MBE",-0.239197803697975
"83876","LOBD","4+RH*T*D","MBE",-0.383035825108598
"83877","LOBD","4+RH*T*D","MBE",-0.365639989941926
"83878","LOBD","4+RH*T*D","MBE",-0.112560475016396
"83879","LOBD","4+RH*T*D","MBE",0.154180170604162
"83880","LOBD","4+RH*T*D","MBE",-0.14125772012452
"83881","LOBD","4+RH*T*D","MBE",-0.567501469710262
"83882","LOBD","4+RH*T*D","MBE",-0.313938716397912
"83883","LOBD","4+RH*T*D","MBE",-0.292007842361468
"83884","LOBD","4+RH*T*D","MBE",-0.165983324064799
"83885","LOBD","4+RH*T*D","MBE",-0.299849010786621
"83886","LOBD","4+RH*T*D","MBE",-0.375727383400484
"83887","LOBD","4+RH*T*D","MBE",-0.657922241250676
"83888","LOBD","4+RH*T*D","MBE",-0.815115806155756
"83889","LOBD","4+RH*T*D","MBE",-0.595797897817281
"83890","LOBD","4+RH*T*D","MBE",-0.580570604775277
"83891","LOBD","4+RH*T*D","MBE",0.216330255622822
"83892","LOBD","4+RH*T*D","MBE",-0.421169027717833
"83893","LOBD","4+RH*T*D","MBE",-0.263537463831844
"83894","LOBD","4+RH*T*D","MBE",0.00214855731631403
"83895","LOBD","4+RH*T*D","MBE",-0.187258302923507
"83896","LOBD","4+RH*T*D","MBE",-0.171736697804244
"83897","LOBD","4+RH*T*D","MBE",0.0527699163740856
"83898","LOBD","4+RH*T*D","MBE",0.316057129456652
"83899","LOBD","4+RH*T*D","MBE",0.032432232177448
"83900","LOBD","4+RH*T*D","MBE",-0.396469659899926
"83901","LOBD","4+RH*T*D","MBE",-0.135152451477082
"83902","LOBD","4+RH*T*D","MBE",-0.110273114707046
"83903","LOBD","4+RH*T*D","MBE",0.0104141179432276
"83904","LOBD","4+RH*T*D","MBE",-0.135054896749571
"83905","LOBD","4+RH*T*D","MBE",-0.220630792068296
"83906","LOBD","4+RH*T*D","MBE",-0.471096316178114
"83907","LOBD","4+RH*T*D","MBE",-0.591403148194829
"83908","LOBD","4+RH*T*D","MBE",-0.344077747819398
"83909","LOBD","4+RH*T*D","MBE",-0.301296903152245
"83910","LOBD","4+RH*T*D","MBE",0.17070712518535
"83911","LOBD","4+RH*T*D","MBE",0.315494925889304
"83912","LOBD","4+RH*T*D","MBE",0.553698318552593
"83913","LOBD","4+RH*T*D","MBE",0.236114870653349
"83914","LOBD","4+RH*T*D","MBE",0.279209734970758
"83915","LOBD","4+RH*T*D","MBE",0.437144380501216
"83916","LOBD","4+RH*T*D","MBE",0.673170313633076
"83917","LOBD","4+RH*T*D","MBE",0.408941818579448
"83918","LOBD","4+RH*T*D","MBE",-0.0154247322424474
"83919","LOBD","4+RH*T*D","MBE",0.272916218784335
"83920","LOBD","4+RH*T*D","MBE",0.338116324158545
"83921","LOBD","4+RH*T*D","MBE",0.468129265478517
"83922","LOBD","4+RH*T*D","MBE",0.299020590272416
"83923","LOBD","4+RH*T*D","MBE",0.190523735737209
"83924","LOBD","4+RH*T*D","MBE",-0.0293069653187583
"83925","LOBD","4+RH*T*D","MBE",-0.116839075985723
"83926","LOBD","4+RH*T*D","MBE",0.203603467613783
"83927","LOBD","4+RH*T*D","MBE",0.316180431484769
"83928","LOBD","4+RH*T*D","MBE",-0.354231334976788
"83929","LOBD","4+RH*T*D","MBE",-0.049046720024494
"83930","LOBD","4+RH*T*D","MBE",-0.254037612115855
"83931","LOBD","4+RH*T*D","MBE",-0.220213247803274
"83932","LOBD","4+RH*T*D","MBE",0.0189908155397553
"83933","LOBD","4+RH*T*D","MBE",0.299584395138931
"83934","LOBD","4+RH*T*D","MBE",-0.010169298239898
"83935","LOBD","4+RH*T*D","MBE",-0.463796261611224
"83936","LOBD","4+RH*T*D","MBE",-0.195529409993939
"83937","LOBD","4+RH*T*D","MBE",-0.156310141843874
"83938","LOBD","4+RH*T*D","MBE",-0.0338404060590172
"83939","LOBD","4+RH*T*D","MBE",-0.189438521691857
"83940","LOBD","4+RH*T*D","MBE",-0.272643957707065
"83941","LOBD","4+RH*T*D","MBE",-0.556536092403858
"83942","LOBD","4+RH*T*D","MBE",-0.69725110730238
"83943","LOBD","4+RH*T*D","MBE",-0.437997418417556
"83944","LOBD","4+RH*T*D","MBE",-0.404498090387317
"83945","LOBD","4+RH*T*D","MBE",0.115835037835575
"83946","LOBD","4+RH*T*D","MBE",-0.114479773615386
"83947","LOBD","4+RH*T*D","MBE",-0.0825820275601341
"83948","LOBD","4+RH*T*D","MBE",0.126052436478252
"83949","LOBD","4+RH*T*D","MBE",0.408686051904237
"83950","LOBD","4+RH*T*D","MBE",0.107568843928468
"83951","LOBD","4+RH*T*D","MBE",-0.354429297571256
"83952","LOBD","4+RH*T*D","MBE",-0.0903286071106999
"83953","LOBD","4+RH*T*D","MBE",-0.0527344915589776
"83954","LOBD","4+RH*T*D","MBE",0.0546079359061142
"83955","LOBD","4+RH*T*D","MBE",-0.0994143589679979
"83956","LOBD","4+RH*T*D","MBE",-0.193196233027501
"83957","LOBD","4+RH*T*D","MBE",-0.455236576091871
"83958","LOBD","4+RH*T*D","MBE",-0.555659215831911
"83959","LOBD","4+RH*T*D","MBE",-0.272926944465366
"83960","LOBD","4+RH*T*D","MBE",-0.22030460200526
"83961","LOBD","4+RH*T*D","MBE",0.124590721289257
"83962","LOBD","4+RH*T*D","MBE",0.141483260351617
"83963","LOBD","4+RH*T*D","MBE",0.275991579905865
"83964","LOBD","4+RH*T*D","MBE",0.587452483927379
"83965","LOBD","4+RH*T*D","MBE",0.30760314734107
"83966","LOBD","4+RH*T*D","MBE",-0.144382918585044
"83967","LOBD","4+RH*T*D","MBE",0.101578367592934
"83968","LOBD","4+RH*T*D","MBE",0.143736374294157
"83969","LOBD","4+RH*T*D","MBE",0.225420772333591
"83970","LOBD","4+RH*T*D","MBE",0.0750259488868883
"83971","LOBD","4+RH*T*D","MBE",-0.0107552517509788
"83972","LOBD","4+RH*T*D","MBE",-0.205588904203475
"83973","LOBD","4+RH*T*D","MBE",-0.266640461954125
"83974","LOBD","4+RH*T*D","MBE",0.0224812700035066
"83975","LOBD","4+RH*T*D","MBE",0.100332997976132
"83976","LOBD","4+RH*T*D","MBE",-0.0577640861883744
"83977","LOBD","4+RH*T*D","MBE",0.0915019750416324
"83978","LOBD","4+RH*T*D","MBE",0.378221788619998
"83979","LOBD","4+RH*T*D","MBE",0.127144287746179
"83980","LOBD","4+RH*T*D","MBE",-0.268514555504236
"83981","LOBD","4+RH*T*D","MBE",-0.0478976545062535
"83982","LOBD","4+RH*T*D","MBE",-0.00556614142907819
"83983","LOBD","4+RH*T*D","MBE",0.0586372913685835
"83984","LOBD","4+RH*T*D","MBE",-0.0515933698087396
"83985","LOBD","4+RH*T*D","MBE",-0.13692252489537
"83986","LOBD","4+RH*T*D","MBE",-0.339467870681528
"83987","LOBD","4+RH*T*D","MBE",-0.432907411503724
"83988","LOBD","4+RH*T*D","MBE",-0.195200743240219
"83989","LOBD","4+RH*T*D","MBE",-0.14232849038509
"83990","LOBD","4+RH*T*D","MBE",0.0958446280069261
"83991","LOBD","4+RH*T*D","MBE",0.395112183353787
"83992","LOBD","4+RH*T*D","MBE",0.158475496422584
"83993","LOBD","4+RH*T*D","MBE",-0.238753346944454
"83994","LOBD","4+RH*T*D","MBE",-0.00971021320873433
"83995","LOBD","4+RH*T*D","MBE",0.0379764579345547
"83996","LOBD","4+RH*T*D","MBE",0.0773231556069796
"83997","LOBD","4+RH*T*D","MBE",-0.0290141820458647
"83998","LOBD","4+RH*T*D","MBE",-0.114670261969268
"83999","LOBD","4+RH*T*D","MBE",-0.298688140707994
"84000","LOBD","4+RH*T*D","MBE",-0.426961994205168
"84001","LOBD","4+RH*T*D","MBE",-0.175958491927819
"84002","LOBD","4+RH*T*D","MBE",-0.107995326761273
"84003","LOBD","4+RH*T*D","MBE",0.58572232882192
"84004","LOBD","4+RH*T*D","MBE",0.289538098377705
"84005","LOBD","4+RH*T*D","MBE",-0.0602774166430367
"84006","LOBD","4+RH*T*D","MBE",0.129867406962296
"84007","LOBD","4+RH*T*D","MBE",0.140270792106982
"84008","LOBD","4+RH*T*D","MBE",0.211325995238438
"84009","LOBD","4+RH*T*D","MBE",0.0940746120432543
"84010","LOBD","4+RH*T*D","MBE",0.0223294367075582
"84011","LOBD","4+RH*T*D","MBE",-0.111213564584229
"84012","LOBD","4+RH*T*D","MBE",-0.176916846837091
"84013","LOBD","4+RH*T*D","MBE",0.0497409713930956
"84014","LOBD","4+RH*T*D","MBE",0.118798147764169
"84015","LOBD","4+RH*T*D","MBE",0.518372628315788
"84016","LOBD","4+RH*T*D","MBE",0.152913938798868
"84017","LOBD","4+RH*T*D","MBE",0.332037269330071
"84018","LOBD","4+RH*T*D","MBE",0.351684567148217
"84019","LOBD","4+RH*T*D","MBE",0.400041258079655
"84020","LOBD","4+RH*T*D","MBE",0.29443145824643
"84021","LOBD","4+RH*T*D","MBE",0.200177880687466
"84022","LOBD","4+RH*T*D","MBE",0.10171473813193
"84023","LOBD","4+RH*T*D","MBE",0.112829894008422
"84024","LOBD","4+RH*T*D","MBE",0.360828614639891
"84025","LOBD","4+RH*T*D","MBE",0.434300527374543
"84026","LOBD","4+RH*T*D","MBE",-0.0948233812207615
"84027","LOBD","4+RH*T*D","MBE",0.101887486803728
"84028","LOBD","4+RH*T*D","MBE",0.12357444353511
"84029","LOBD","4+RH*T*D","MBE",0.185577819507063
"84030","LOBD","4+RH*T*D","MBE",0.0792931329509692
"84031","LOBD","4+RH*T*D","MBE",-0.0162983480565888
"84032","LOBD","4+RH*T*D","MBE",-0.171961428101315
"84033","LOBD","4+RH*T*D","MBE",-0.184726013349438
"84034","LOBD","4+RH*T*D","MBE",0.0487862172813447
"84035","LOBD","4+RH*T*D","MBE",0.103091576382001
"84036","LOBD","4+RH*T*D","MBE",-0.250371525930633
"84037","LOBD","4+RH*T*D","MBE",-0.211112474068967
"84038","LOBD","4+RH*T*D","MBE",-0.132391834670001
"84039","LOBD","4+RH*T*D","MBE",-0.24334880835156
"84040","LOBD","4+RH*T*D","MBE",-0.326016399227118
"84041","LOBD","4+RH*T*D","MBE",-0.537287573281587
"84042","LOBD","4+RH*T*D","MBE",-0.605464858895856
"84043","LOBD","4+RH*T*D","MBE",-0.411047262499366
"84044","LOBD","4+RH*T*D","MBE",-0.386899855284568
"84045","LOBD","4+RH*T*D","MBE",-0.00951257951658846
"84046","LOBD","4+RH*T*D","MBE",0.094196711056135
"84047","LOBD","4+RH*T*D","MBE",-0.0455349060535877
"84048","LOBD","4+RH*T*D","MBE",-0.133199034802478
"84049","LOBD","4+RH*T*D","MBE",-0.32270770359414
"84050","LOBD","4+RH*T*D","MBE",-0.348211172174538
"84051","LOBD","4+RH*T*D","MBE",-0.138790311727091
"84052","LOBD","4+RH*T*D","MBE",-0.0991359437371138
"84053","LOBD","4+RH*T*D","MBE",0.12199310741503
"84054","LOBD","4+RH*T*D","MBE",-0.0393892691112052
"84055","LOBD","4+RH*T*D","MBE",-0.108344619620079
"84056","LOBD","4+RH*T*D","MBE",-0.270036191420465
"84057","LOBD","4+RH*T*D","MBE",-0.271107448954345
"84058","LOBD","4+RH*T*D","MBE",-0.0772748242912176
"84059","LOBD","4+RH*T*D","MBE",-0.041285056355183
"84060","LOBD","4+RH*T*D","MBE",0.111750093299513
"84061","LOBD","4+RH*T*D","MBE",0.0297276524757315
"84062","LOBD","4+RH*T*D","MBE",-0.155631744811839
"84063","LOBD","4+RH*T*D","MBE",-0.179079802969657
"84064","LOBD","4+RH*T*D","MBE",0.0179940980612407
"84065","LOBD","4+RH*T*D","MBE",0.0690434398599979
"84066","LOBD","4+RH*T*D","MBE",-0.137288075536394
"84067","LOBD","4+RH*T*D","MBE",-0.300657272029354
